name,mode,c,rate,users,dur,limit_mib,gomemlimit,config,seed,peak_mib,oom_kills,kratos_exit,signups_ok,signup_fail,signup_rps,signup_mean_ms,signup_p50_ms,signup_p95_ms,signup_p99_ms,signup_max_ms,requests,failures
par3_c2_r0,closed,2,,,20,12288,,kratos.local.par3.yml,500,731.1,0,,114,0,5.742051247872178,341.18492522812676,290.0,930.0,1200.0,1232.1052429997508,230,0
long_c8_r0,closed,8,,,60,12288,,kratos.local.yml,400,2229.8,0,,290,0,4.918196462867864,1508.9474235965536,1200.0,3700.0,5700.0,6094.689649999964,587,0
long_c8_r1,closed,8,,,60,12288,,kratos.local.yml,401,2181.5,0,,295,0,5.0370096057783,1486.1305292610455,1200.0,3800.0,5000.0,6137.61464900017,598,0
ver_1024_nogml_c8_r1,closed,8,,,20,1024,,kratos.local.yml,601,1024.0,1,-9,0,8,0.42031305215561365,4003.083440875116,4000.0,4000.0,4000.0,4007.3563669993746,30786,30778
ver_1024_900MiB_c4_r0,closed,4,,,20,1024,900MiB,kratos.local.yml,600,999.2,0,,94,0,5.131645309832668,735.4241120425537,490.0,2000.0,2600.0,2644.928296999751,192,0
ver_1536_1400MiB_c4_r1,closed,4,,,20,1536,1400MiB,kratos.local.yml,601,1256.2,0,,83,0,4.370123383122774,879.8251170120974,610.0,2300.0,2500.0,2469.0172380005606,169,0
ver_2048_1850MiB_c8_r0,closed,8,,,20,2048,1850MiB,kratos.local.yml,600,1906.9,0,,78,0,4.190876722508008,1756.6076475257387,1200.0,4800.0,5400.0,5423.032668000815,164,0
ver_2048_1850MiB_r2_r2,open,,2,20,20,2048,1850MiB,kratos.local.yml,602,1300.1,0,,40,0,2.1314235048914694,837.6514898750884,510.0,2400.0,2400.0,2395.088031999876,82,0
ver_1024_900MiB_r2_r1,open,,2,20,20,1024,900MiB,kratos.local.yml,601,907.7,0,,37,0,1.9550252568466402,476.845497081224,270.0,1500.0,1600.0,1552.3112030004995,75,0
ver_1536_1400MiB_r2_r0,open,,2,20,20,1536,1400MiB,kratos.local.yml,600,966.7,0,,27,0,1.6278326998252748,560.4124804813856,380.0,1500.0,1600.0,1572.8080600001704,54,0
ver_1536_1400MiB_c4_r0,closed,4,,,20,1536,1400MiB,kratos.local.yml,600,1244.2,0,,92,0,4.897815582903008,777.521777543449,550.0,2000.0,2400.0,2438.8585780006906,188,0
ver_1024_nogml_r4_r0,open,,4,24,20,1024,,kratos.local.yml,600,1024.0,1,-9,1,11,0.6312403157543031,2510.695452749966,2700.0,4700.0,4700.0,4669.975302999774,73,60
ver_1536_1400MiB_r2_r2,open,,2,20,20,1536,1400MiB,kratos.local.yml,602,1349.0,0,,40,0,2.1078248393349197,696.2794617001009,200.0,2000.0,2100.0,2081.8489729999783,80,0
ver_1536_1400MiB_r2_r1,open,,2,20,20,1536,1400MiB,kratos.local.yml,601,1201.2,0,,36,0,1.8232424833104333,660.5080978889267,630.0,1500.0,1600.0,1601.4251699998567,76,0
ver_2048_1850MiB_r4_r0,open,,4,24,20,2048,1850MiB,kratos.local.yml,600,1522.6,0,,43,0,2.291058536455547,1716.9628520232645,520.0,5600.0,6900.0,6858.826171999681,94,0
ver_2048_1850MiB_c8_r2,closed,8,,,20,2048,1850MiB,kratos.local.yml,602,1535.6,0,,92,0,4.869161101830443,1436.0798744565907,980.0,5000.0,5200.0,5178.323353000451,192,0
ver_1024_900MiB_c8_r1,closed,8,,,20,1024,900MiB,kratos.local.yml,601,1024.0,1,-9,0,8,0.4201587241403611,4395.543295124867,4400.0,4400.0,4400.0,4400.010639000357,30349,30341
ver_1024_nogml_c8_r2,closed,8,,,20,1024,,kratos.local.yml,602,1024.0,1,-9,0,8,0.42047108169486036,3823.291842999879,3800.0,3800.0,3800.0,3830.6831249992683,31757,31749
ver_1024_900MiB_r4_r0,open,,4,24,20,1024,900MiB,kratos.local.yml,600,955.3,0,,52,0,2.735301940457793,1132.4075602307262,620.0,4000.0,4600.0,4582.222964999346,109,0
ver_1024_900MiB_c4_r2,closed,4,,,20,1024,900MiB,kratos.local.yml,602,1022.6,0,,114,0,5.79119357298664,664.1462544034846,510.0,1600.0,2500.0,2524.058973999672,232,0
ver_1024_nogml_r2_r1,open,,2,20,20,1024,,kratos.local.yml,601,1024.0,1,-9,32,1,1.6944340183785058,873.8944106667766,680.0,2500.0,2700.0,2687.8972510003223,72,7
ver_1024_nogml_c8_r0,closed,8,,,20,1024,,kratos.local.yml,600,1024.0,1,-9,0,8,0.4202214879621632,3476.9552983751737,3500.0,3500.0,3500.0,3486.190698000428,31584,31576
ver_2048_1850MiB_r4_r1,open,,4,24,20,2048,1850MiB,kratos.local.yml,601,1913.8,0,,53,1,2.7199714702066564,2225.1171142963217,1600.0,5500.0,9600.0,9577.671401999396,115,1
ver_1024_nogml_c4_r1,closed,4,,,20,1024,,kratos.local.yml,601,1024.0,1,-9,15,4,0.998501441736791,1250.18612336843,860.0,2400.0,2400.0,2354.8659449998013,25649,25615
ver_1024_nogml_c4_r0,closed,4,,,20,1024,,kratos.local.yml,600,1024.0,1,-9,35,4,2.0503398754254922,839.0726029230372,520.0,2400.0,3000.0,2959.5412359994953,21086,21012
ver_1536_1400MiB_c8_r1,closed,8,,,20,1536,1400MiB,kratos.local.yml,601,1491.2,0,,86,0,4.325729262126293,1697.218226953494,1300.0,4600.0,5100.0,5078.871161999814,180,0
ver_1024_900MiB_r4_r2,open,,4,24,20,1024,900MiB,kratos.local.yml,602,1024.0,1,-9,0,14,0.710155434835033,3466.5328130002176,3700.0,5100.0,5100.0,5102.615251000316,82,68
ver_1536_1400MiB_r4_r1,open,,4,24,20,1536,1400MiB,kratos.local.yml,601,1521.1,0,,62,0,3.1361304796599967,2159.246982354885,2100.0,6500.0,7100.0,7119.510016999811,131,0
ver_1024_900MiB_r2_r2,open,,2,20,20,1024,900MiB,kratos.local.yml,602,965.0,0,,34,0,1.794405092179628,912.9811948822969,580.0,2200.0,3300.0,3335.876093000479,71,0
ver_1024_900MiB_r4_r1,open,,4,24,20,1024,900MiB,kratos.local.yml,601,1024.0,1,-9,41,12,2.7139846357619777,1408.4304422076286,1200.0,3600.0,4000.0,3987.9805520004084,119,25
ver_1024_900MiB_c4_r1,closed,4,,,20,1024,900MiB,kratos.local.yml,601,1010.1,0,,95,0,5.026625826489058,764.901285852657,560.0,1900.0,2600.0,2615.2075340005467,194,0
ver_2048_1850MiB_r2_r0,open,,2,20,20,2048,1850MiB,kratos.local.yml,600,965.5,0,,27,0,1.4625495922617442,631.1679197778749,500.0,1600.0,2300.0,2258.712533000107,54,0
ver_1536_1400MiB_c8_r2,closed,8,,,20,1536,1400MiB,kratos.local.yml,602,1502.3,0,,88,0,4.417846426760477,1656.4949106022336,1400.0,4700.0,6400.0,6380.3328209996835,183,0
ver_1024_nogml_r2_r2,open,,2,20,20,1024,,kratos.local.yml,602,1024.0,1,-9,5,7,0.6731303610610273,1903.882284999933,2000.0,4100.0,4100.0,4069.6671879995847,49,32
ver_1024_nogml_r2_r0,open,,2,20,20,1024,,kratos.local.yml,600,973.0,0,,26,0,1.4059150668081624,694.7008546924105,580.0,1900.0,2100.0,2080.776810000316,52,0
ver_1024_900MiB_c8_r0,closed,8,,,20,1024,900MiB,kratos.local.yml,600,1024.0,1,-9,0,8,0.4203919625359084,3980.9777027498967,4000.0,4000.0,4000.0,3990.2420799999163,31235,31227
ver_1536_1400MiB_c8_r0,closed,8,,,20,1536,1400MiB,kratos.local.yml,600,1515.2,0,,89,0,4.679694067426557,1587.5664006967138,1200.0,4600.0,5900.0,5890.447031999429,184,0
ver_1024_nogml_r4_r1,open,,4,24,20,1024,,kratos.local.yml,601,1024.0,1,-9,6,8,0.7376140790820342,1718.8288784999324,1800.0,3400.0,3400.0,3430.9799120001117,92,72
ver_2048_1850MiB_c4_r2,closed,4,,,20,2048,1850MiB,kratos.local.yml,602,1261.0,0,,82,0,4.3607203078244465,875.6683953170622,610.0,2100.0,2500.0,2452.229974999682,168,0
ver_1024_900MiB_r2_r0,open,,2,20,20,1024,900MiB,kratos.local.yml,600,924.5,0,,26,0,1.4050420790837672,719.9208126923203,560.0,1800.0,2100.0,2078.9768660006303,52,0
ver_1536_1400MiB_c4_r2,closed,4,,,20,1536,1400MiB,kratos.local.yml,602,1284.0,0,,100,0,5.023896574929466,765.6420649100526,560.0,2000.0,2700.0,2658.3717879993856,204,0
ver_2048_1850MiB_r2_r1,open,,2,20,20,2048,1850MiB,kratos.local.yml,601,1234.7,0,,32,0,1.6896805463982085,837.7662079687695,670.0,2000.0,2100.0,2113.7937839994265,66,0
ver_1536_1400MiB_r4_r2,open,,4,24,20,1536,1400MiB,kratos.local.yml,602,1427.6,0,,65,0,3.3062969373789257,1832.0968970307708,470.0,6100.0,8500.0,8497.350627000742,130,0
ver_1536_1400MiB_r4_r0,open,,4,24,20,1536,1400MiB,kratos.local.yml,600,1435.7,0,,64,0,3.2028413802704616,1377.6245521407295,940.0,3400.0,4900.0,4878.158000999974,130,0
ver_2048_1850MiB_c4_r0,closed,4,,,20,2048,1850MiB,kratos.local.yml,600,1272.3,0,,101,0,5.310313489036785,718.089231237587,520.0,1800.0,2400.0,2466.1150709998765,205,0
ver_1024_900MiB_c8_r2,closed,8,,,20,1024,900MiB,kratos.local.yml,602,1024.0,1,-9,0,8,0.4202733843543379,4492.386019124979,4500.0,4500.0,4500.0,4502.643824999723,29801,29793
ver_1024_nogml_c4_r2,closed,4,,,20,1024,,kratos.local.yml,602,1024.0,1,-9,46,4,2.6286472249613992,743.281846500031,530.0,1900.0,2100.0,2079.7804650001126,18924,18828
ver_2048_1850MiB_r4_r2,open,,4,24,20,2048,1850MiB,kratos.local.yml,602,1890.5,0,,49,0,2.453736382371648,2866.1369882041317,1600.0,7400.0,9600.0,9558.964231000573,105,0
ver_2048_1850MiB_c8_r1,closed,8,,,20,2048,1850MiB,kratos.local.yml,601,1923.7,0,,81,0,4.287381517762172,1657.572075160502,1100.0,4500.0,8800.0,8754.421964999892,170,0
ver_1024_nogml_r4_r2,open,,4,24,20,1024,,kratos.local.yml,602,1024.0,1,-9,0,14,0.7463253581809111,2451.396569499983,2100.0,4200.0,4200.0,4184.250453999994,85,71
ver_2048_1850MiB_c4_r1,closed,4,,,20,2048,1850MiB,kratos.local.yml,601,1260.6,0,,96,0,5.078533498115402,751.3044036562156,580.0,1900.0,2500.0,2450.453352000295,196,0
hash_m64t3_c16_r2,closed,16,,,20,1024,900MiB,kratos.local.m64t3.yml,702,1001.1,0,,164,0,8.655898994146943,1668.8318578170708,1200.0,5800.0,6500.0,6611.421047000022,344,0
hash_m64t6_c16_r1,closed,16,,,20,1024,900MiB,kratos.local.m64t6.yml,701,1024.0,1,-9,0,16,0.8402420423843991,4940.9083179999925,5000.0,5000.0,5000.0,4984.42576299999,28276,28260
hash_owasp_c4_r1,closed,4,,,20,1024,900MiB,kratos.local.owasp.yml,701,383.5,0,,728,0,36.4024739563945,102.41334206593334,82.0,250.0,300.0,564.624078999941,1459,0
hash_m64t6_c4_r1,closed,4,,,20,1024,900MiB,kratos.local.m64t6.yml,701,672.1,0,,105,0,5.5375261637225845,691.7867897333344,560.0,1400.0,1600.0,1673.2140099999242,214,0
hash_owasp_r4_r2,open,,4,24,20,1024,900MiB,kratos.local.owasp.yml,702,175.9,0,,61,0,3.1241271701630984,75.14015996720758,61.0,96.0,330.0,331.5732859999798,122,0
hash_owasp_c4_r0,closed,4,,,20,1024,900MiB,kratos.local.owasp.yml,700,383.4,0,,746,0,37.30573509645228,100.21983277077678,81.0,240.0,340.0,513.6034380000183,1495,0
hash_m64t6_c4_r0,closed,4,,,20,1024,900MiB,kratos.local.m64t6.yml,700,713.4,0,,115,0,6.045093396384268,639.4447515043411,500.0,1500.0,1600.0,1893.8626730000578,234,0
hash_m64t6_c8_r0,closed,8,,,20,1024,900MiB,kratos.local.m64t6.yml,700,984.3,0,,114,0,5.709772068934354,1299.96775174561,1100.0,3000.0,3700.0,3665.3647300000785,236,0
hash_m64t6_r4_r2,open,,4,24,20,1024,900MiB,kratos.local.m64t6.yml,702,737.7,0,,47,0,2.5274087651667445,707.5654059787323,560.0,1600.0,1700.0,1749.741039000014,94,0
hash_m64t3_c16_r1,closed,16,,,20,1024,900MiB,kratos.local.m64t3.yml,701,1005.2,0,,149,0,7.843968816325533,1798.5330571744935,1300.0,6000.0,7100.0,7119.788971000048,312,0
hash_owasp_c16_r0,closed,16,,,20,1024,900MiB,kratos.local.owasp.yml,700,644.0,0,,648,0,34.05149640665754,418.7899871913573,350.0,910.0,1500.0,2038.056992999941,1310,0
hash_m64t3_c4_r1,closed,4,,,20,1024,900MiB,kratos.local.m64t3.yml,701,727.6,0,,200,0,10.061394405552921,380.31593017000034,270.0,890.0,1300.0,1305.4924709999796,404,0
hash_m64t6_c16_r0,closed,16,,,20,1024,900MiB,kratos.local.m64t6.yml,700,1024.0,1,-9,0,16,0.8387949336278369,4840.5562179374965,4800.0,4900.0,4900.0,4853.567576999922,28393,28377
hash_m64t6_c16_r2,closed,16,,,20,1024,900MiB,kratos.local.m64t6.yml,702,1024.0,1,-9,0,16,0.840513112195195,4624.8143368750125,4700.0,4700.0,4700.0,4747.660005000057,29110,29094
hash_owasp_c16_r1,closed,16,,,20,1024,900MiB,kratos.local.owasp.yml,701,699.1,0,,671,0,33.5590812581129,429.95574479880946,350.0,1100.0,1400.0,1488.1411940000362,1354,0
hash_m64t6_r2_r1,open,,2,20,20,1024,900MiB,kratos.local.m64t6.yml,701,394.2,0,,34,0,1.8401149243941854,291.73591514705777,220.0,830.0,830.0,830.0578860000769,68,0
hash_m64t3_c4_r2,closed,4,,,20,1024,900MiB,kratos.local.m64t3.yml,702,711.4,0,,200,0,10.561026854236113,358.77746286499774,260.0,800.0,1400.0,1357.967447999954,404,0
hash_m64t6_r2_r2,open,,2,20,20,1024,900MiB,kratos.local.m64t6.yml,702,519.8,0,,21,0,1.1180172208426746,401.003284857146,370.0,1100.0,1100.0,1091.64917399994,42,0
hash_m64t6_r4_r1,open,,4,24,20,1024,900MiB,kratos.local.m64t6.yml,701,849.3,0,,55,0,2.9437890864891507,994.0558360727416,430.0,2800.0,3200.0,3151.211336000074,110,0
hash_m64t3_c16_r0,closed,16,,,20,1024,900MiB,kratos.local.m64t3.yml,700,1024.0,0,,172,0,9.052365432385294,1585.2221899825465,1200.0,5400.0,5800.0,7009.213766999892,357,0
hash_owasp_r4_r1,open,,4,24,20,1024,900MiB,kratos.local.owasp.yml,701,140.8,0,,66,0,3.4728739494356122,68.98916909090696,60.0,100.0,250.0,254.35056799983613,132,0
hash_m64t6_c8_r2,closed,8,,,20,1024,900MiB,kratos.local.m64t6.yml,702,915.0,0,,119,0,5.966254446804742,1231.8481129579766,1100.0,2800.0,3600.0,3802.72654700002,246,0
hash_m64t3_c4_r0,closed,4,,,20,1024,900MiB,kratos.local.m64t3.yml,700,681.1,0,,206,0,10.844109793479415,350.86476260193035,270.0,820.0,1200.0,1248.3851619999768,416,0
hash_m64t3_r4_r1,open,,4,24,20,1024,900MiB,kratos.local.m64t3.yml,701,523.0,0,,71,0,3.746383723696455,264.56742111266146,160.0,720.0,860.0,856.9699170000149,143,0
hash_m64t6_c8_r1,closed,8,,,20,1024,900MiB,kratos.local.m64t6.yml,701,959.7,0,,112,0,5.89538836084283,1242.2682420982132,1100.0,2900.0,4100.0,4662.843543999998,231,0
hash_owasp_c8_r1,closed,8,,,20,1024,900MiB,kratos.local.owasp.yml,701,448.5,0,,663,0,34.86142259349813,205.01493243740305,170.0,450.0,750.0,929.1254180000124,1334,0
hash_m64t6_c4_r2,closed,4,,,20,1024,900MiB,kratos.local.m64t6.yml,702,703.5,0,,121,0,6.078947767161292,621.9785696033014,520.0,1200.0,1600.0,1559.3896380000842,246,0
hash_m64t3_r2_r2,open,,2,20,20,1024,900MiB,kratos.local.m64t3.yml,702,389.7,0,,23,0,1.239138169948105,189.19354239128353,100.0,720.0,720.0,721.3038259999394,46,0
hash_m64t3_c8_r0,closed,8,,,20,1024,900MiB,kratos.local.m64t3.yml,700,965.8,0,,177,0,9.303075864651435,774.9168140113002,590.0,1900.0,3100.0,3864.1200439999466,360,0
hash_owasp_r2_r2,open,,2,20,20,1024,900MiB,kratos.local.owasp.yml,702,125.1,0,,21,0,1.1186387698745797,81.42283638097156,60.0,260.0,270.0,266.6943540000375,42,0
hash_owasp_r2_r0,open,,2,20,20,1024,900MiB,kratos.local.owasp.yml,700,119.7,0,,51,0,2.7007794337978477,65.67070741177268,60.0,120.0,180.0,175.77028400000927,102,0
hash_m64t3_r4_r2,open,,4,24,20,1024,900MiB,kratos.local.m64t3.yml,702,538.0,0,,56,0,2.9461315465832505,293.78178198214755,160.0,1200.0,1200.0,1236.453173999962,114,0
hash_m64t3_r4_r0,open,,4,24,20,1024,900MiB,kratos.local.m64t3.yml,700,958.7,0,,66,0,3.5397777936536765,535.9447696060589,360.0,1600.0,1900.0,1903.6096419999922,132,0
hash_m64t6_r2_r0,open,,2,20,20,1024,900MiB,kratos.local.m64t6.yml,700,528.8,0,,47,0,2.4728531592355196,421.8352027872419,360.0,960.0,1100.0,1051.960925000003,95,0
hash_owasp_c16_r2,closed,16,,,20,1024,900MiB,kratos.local.owasp.yml,702,633.5,0,,674,0,33.65320425434765,417.40031389613483,350.0,900.0,1400.0,1624.5045690000097,1361,0
hash_owasp_c4_r2,closed,4,,,20,1024,900MiB,kratos.local.owasp.yml,702,387.3,0,,664,0,34.96526572772452,107.0914505346368,85.0,270.0,350.0,460.03780299997743,1332,0
hash_m64t6_r4_r0,open,,4,24,20,1024,900MiB,kratos.local.m64t6.yml,700,664.7,0,,72,0,3.6368908258295964,752.0790733610928,390.0,2400.0,2800.0,2794.1319029998795,146,0
